x,y,z,n_valid_orientations / 100
0.0,-0.75,0.3,0
0.03125,-0.75,0.3,0
0.0625,-0.75,0.3,0
0.09375,-0.75,0.3,0
0.125,-0.75,0.3,0
0.15625,-0.75,0.3,0
0.1875,-0.75,0.3,0
0.21875,-0.75,0.3,0
0.25,-0.75,0.3,0
0.28125,-0.75,0.3,0
0.3125,-0.75,0.3,0
0.34375,-0.75,0.3,0
0.375,-0.75,0.3,0
0.40625,-0.75,0.3,0
0.4375,-0.75,0.3,0
0.46875,-0.75,0.3,0
0.5,-0.75,0.3,0
0.53125,-0.75,0.3,0
0.5625,-0.75,0.3,0
0.59375,-0.75,0.3,0
0.625,-0.75,0.3,0
0.65625,-0.75,0.3,0
0.6875,-0.75,0.3,0
0.71875,-0.75,0.3,0
0.75,-0.75,0.3,0
0.0,-0.7193877551020408,0.3,0
0.03125,-0.7193877551020408,0.3,0
0.0625,-0.7193877551020408,0.3,0
0.09375,-0.7193877551020408,0.3,0
0.125,-0.7193877551020408,0.3,0
0.15625,-0.7193877551020408,0.3,0
0.1875,-0.7193877551020408,0.3,0
0.21875,-0.7193877551020408,0.3,0
0.25,-0.7193877551020408,0.3,0
0.28125,-0.7193877551020408,0.3,0
0.3125,-0.7193877551020408,0.3,0
0.34375,-0.7193877551020408,0.3,0
0.375,-0.7193877551020408,0.3,0
0.40625,-0.7193877551020408,0.3,0
0.4375,-0.7193877551020408,0.3,0
0.46875,-0.7193877551020408,0.3,0
0.5,-0.7193877551020408,0.3,0
0.53125,-0.7193877551020408,0.3,0
0.5625,-0.7193877551020408,0.3,0
0.59375,-0.7193877551020408,0.3,0
0.625,-0.7193877551020408,0.3,0
0.65625,-0.7193877551020408,0.3,0
0.6875,-0.7193877551020408,0.3,0
0.71875,-0.7193877551020408,0.3,0
0.75,-0.7193877551020408,0.3,0
0.0,-0.6887755102040817,0.3,0
0.03125,-0.6887755102040817,0.3,0
0.0625,-0.6887755102040817,0.3,0
0.09375,-0.6887755102040817,0.3,0
0.125,-0.6887755102040817,0.3,0
0.15625,-0.6887755102040817,0.3,0
0.1875,-0.6887755102040817,0.3,0
0.21875,-0.6887755102040817,0.3,0
0.25,-0.6887755102040817,0.3,0
0.28125,-0.6887755102040817,0.3,0
0.3125,-0.6887755102040817,0.3,0
0.34375,-0.6887755102040817,0.3,0
0.375,-0.6887755102040817,0.3,0
0.40625,-0.6887755102040817,0.3,0
0.4375,-0.6887755102040817,0.3,0
0.46875,-0.6887755102040817,0.3,0
0.5,-0.6887755102040817,0.3,0
0.53125,-0.6887755102040817,0.3,0
0.5625,-0.6887755102040817,0.3,0
0.59375,-0.6887755102040817,0.3,0
0.625,-0.6887755102040817,0.3,0
0.65625,-0.6887755102040817,0.3,0
0.6875,-0.6887755102040817,0.3,0
0.71875,-0.6887755102040817,0.3,0
0.75,-0.6887755102040817,0.3,0
0.0,-0.6581632653061225,0.3,0
0.03125,-0.6581632653061225,0.3,0
0.0625,-0.6581632653061225,0.3,0
0.09375,-0.6581632653061225,0.3,0
0.125,-0.6581632653061225,0.3,0
0.15625,-0.6581632653061225,0.3,0
0.1875,-0.6581632653061225,0.3,0
0.21875,-0.6581632653061225,0.3,0
0.25,-0.6581632653061225,0.3,0
0.28125,-0.6581632653061225,0.3,0
0.3125,-0.6581632653061225,0.3,0
0.34375,-0.6581632653061225,0.3,0
0.375,-0.6581632653061225,0.3,0
0.40625,-0.6581632653061225,0.3,0
0.4375,-0.6581632653061225,0.3,0
0.46875,-0.6581632653061225,0.3,0
0.5,-0.6581632653061225,0.3,0
0.53125,-0.6581632653061225,0.3,0
0.5625,-0.6581632653061225,0.3,0
0.59375,-0.6581632653061225,0.3,0
0.625,-0.6581632653061225,0.3,0
0.65625,-0.6581632653061225,0.3,0
0.6875,-0.6581632653061225,0.3,0
0.71875,-0.6581632653061225,0.3,0
0.75,-0.6581632653061225,0.3,0
0.0,-0.6275510204081632,0.3,0
0.03125,-0.6275510204081632,0.3,0
0.0625,-0.6275510204081632,0.3,0
0.09375,-0.6275510204081632,0.3,0
0.125,-0.6275510204081632,0.3,0
0.15625,-0.6275510204081632,0.3,0
0.1875,-0.6275510204081632,0.3,0
0.21875,-0.6275510204081632,0.3,0
0.25,-0.6275510204081632,0.3,0
0.28125,-0.6275510204081632,0.3,0
0.3125,-0.6275510204081632,0.3,0
0.34375,-0.6275510204081632,0.3,0
0.375,-0.6275510204081632,0.3,0
0.40625,-0.6275510204081632,0.3,0
0.4375,-0.6275510204081632,0.3,0
0.46875,-0.6275510204081632,0.3,0
0.5,-0.6275510204081632,0.3,0
0.53125,-0.6275510204081632,0.3,0
0.5625,-0.6275510204081632,0.3,0
0.59375,-0.6275510204081632,0.3,0
0.625,-0.6275510204081632,0.3,0
0.65625,-0.6275510204081632,0.3,0
0.6875,-0.6275510204081632,0.3,0
0.71875,-0.6275510204081632,0.3,0
0.75,-0.6275510204081632,0.3,0
0.0,-0.596938775510204,0.3,0
0.03125,-0.596938775510204,0.3,0
0.0625,-0.596938775510204,0.3,0
0.09375,-0.596938775510204,0.3,0
0.125,-0.596938775510204,0.3,0
0.15625,-0.596938775510204,0.3,0
0.1875,-0.596938775510204,0.3,0
0.21875,-0.596938775510204,0.3,0
0.25,-0.596938775510204,0.3,0
0.28125,-0.596938775510204,0.3,0
0.3125,-0.596938775510204,0.3,0
0.34375,-0.596938775510204,0.3,0
0.375,-0.596938775510204,0.3,0
0.40625,-0.596938775510204,0.3,0
0.4375,-0.596938775510204,0.3,0
0.46875,-0.596938775510204,0.3,0
0.5,-0.596938775510204,0.3,0
0.53125,-0.596938775510204,0.3,0
0.5625,-0.596938775510204,0.3,0
0.59375,-0.596938775510204,0.3,0
0.625,-0.596938775510204,0.3,0
0.65625,-0.596938775510204,0.3,0
0.6875,-0.596938775510204,0.3,0
0.71875,-0.596938775510204,0.3,0
0.75,-0.596938775510204,0.3,0
0.0,-0.5663265306122449,0.3,65
0.03125,-0.5663265306122449,0.3,62
0.0625,-0.5663265306122449,0.3,62
0.09375,-0.5663265306122449,0.3,52
0.125,-0.5663265306122449,0.3,39
0.15625,-0.5663265306122449,0.3,0
0.1875,-0.5663265306122449,0.3,0
0.21875,-0.5663265306122449,0.3,0
0.25,-0.5663265306122449,0.3,0
0.28125,-0.5663265306122449,0.3,0
0.3125,-0.5663265306122449,0.3,0
0.34375,-0.5663265306122449,0.3,0
0.375,-0.5663265306122449,0.3,0
0.40625,-0.5663265306122449,0.3,0
0.4375,-0.5663265306122449,0.3,0
0.46875,-0.5663265306122449,0.3,0
0.5,-0.5663265306122449,0.3,0
0.53125,-0.5663265306122449,0.3,0
0.5625,-0.5663265306122449,0.3,0
0.59375,-0.5663265306122449,0.3,0
0.625,-0.5663265306122449,0.3,0
0.65625,-0.5663265306122449,0.3,0
0.6875,-0.5663265306122449,0.3,0
0.71875,-0.5663265306122449,0.3,0
0.75,-0.5663265306122449,0.3,0
0.0,-0.5357142857142857,0.3,93
0.03125,-0.5357142857142857,0.3,94
0.0625,-0.5357142857142857,0.3,92
0.09375,-0.5357142857142857,0.3,89
0.125,-0.5357142857142857,0.3,85
0.15625,-0.5357142857142857,0.3,75
0.1875,-0.5357142857142857,0.3,66
0.21875,-0.5357142857142857,0.3,48
0.25,-0.5357142857142857,0.3,0
0.28125,-0.5357142857142857,0.3,0
0.3125,-0.5357142857142857,0.3,0
0.34375,-0.5357142857142857,0.3,0
0.375,-0.5357142857142857,0.3,0
0.40625,-0.5357142857142857,0.3,0
0.4375,-0.5357142857142857,0.3,0
0.46875,-0.5357142857142857,0.3,0
0.5,-0.5357142857142857,0.3,0
0.53125,-0.5357142857142857,0.3,0
0.5625,-0.5357142857142857,0.3,0
0.59375,-0.5357142857142857,0.3,0
0.625,-0.5357142857142857,0.3,0
0.65625,-0.5357142857142857,0.3,0
0.6875,-0.5357142857142857,0.3,0
0.71875,-0.5357142857142857,0.3,0
0.75,-0.5357142857142857,0.3,0
0.0,-0.5051020408163265,0.3,97
0.03125,-0.5051020408163265,0.3,97
0.0625,-0.5051020408163265,0.3,96
0.09375,-0.5051020408163265,0.3,96
0.125,-0.5051020408163265,0.3,100
0.15625,-0.5051020408163265,0.3,99
0.1875,-0.5051020408163265,0.3,90
0.21875,-0.5051020408163265,0.3,86
0.25,-0.5051020408163265,0.3,74
0.28125,-0.5051020408163265,0.3,49
0.3125,-0.5051020408163265,0.3,0
0.34375,-0.5051020408163265,0.3,0
0.375,-0.5051020408163265,0.3,0
0.40625,-0.5051020408163265,0.3,0
0.4375,-0.5051020408163265,0.3,0
0.46875,-0.5051020408163265,0.3,0
0.5,-0.5051020408163265,0.3,0
0.53125,-0.5051020408163265,0.3,0
0.5625,-0.5051020408163265,0.3,0
0.59375,-0.5051020408163265,0.3,0
0.625,-0.5051020408163265,0.3,0
0.65625,-0.5051020408163265,0.3,0
0.6875,-0.5051020408163265,0.3,0
