x,y,z,n_valid_orientations / 100
0.21875,0.0,0.6326530612244898,8
0.21875,0.0,0.6632653061224489,3
0.21875,0.0,0.693877551020408,10
0.21875,0.0,0.7244897959183674,6
0.21875,0.0,0.7551020408163265,5
0.21875,0.0,0.7857142857142856,3
0.21875,0.0,0.8163265306122449,4
0.21875,0.0,0.846938775510204,0
0.21875,0.0,0.8775510204081631,0
0.21875,0.0,0.9081632653061225,0
0.21875,0.0,0.9387755102040816,0
0.21875,0.0,0.9693877551020407,0
0.21875,0.0,1.0,0
0.25,0.0,-0.5,0
0.25,0.0,-0.46938775510204084,0
0.25,0.0,-0.4387755102040816,0
0.25,0.0,-0.40816326530612246,0
0.25,0.0,-0.37755102040816324,0
0.25,0.0,-0.3469387755102041,0
0.25,0.0,-0.3163265306122449,0
0.25,0.0,-0.2857142857142857,0
0.25,0.0,-0.25510204081632654,0
0.25,0.0,-0.22448979591836737,0
0.25,0.0,-0.19387755102040816,3
0.25,0.0,-0.163265306122449,5
0.25,0.0,-0.13265306122448983,5
0.25,0.0,-0.10204081632653061,4
0.25,0.0,-0.07142857142857145,1
0.25,0.0,-0.040816326530612235,3
0.25,0.0,-0.010204081632653073,6
0.25,0.0,0.020408163265306145,6
0.25,0.0,0.05102040816326525,8
0.25,0.0,0.08163265306122447,9
0.25,0.0,0.11224489795918369,6
0.25,0.0,0.1428571428571428,4
0.25,0.0,0.173469387755102,10
0.25,0.0,0.20408163265306123,8
0.25,0.0,0.23469387755102034,3
0.25,0.0,0.26530612244897955,4
0.25,0.0,0.29591836734693877,2
0.25,0.0,0.326530612244898,4
0.25,0.0,0.3571428571428571,2
0.25,0.0,0.3877551020408163,9
0.25,0.0,0.41836734693877553,3
0.25,0.0,0.44897959183673464,3
0.25,0.0,0.47959183673469385,5
0.25,0.0,0.510204081632653,6
0.25,0.0,0.5408163265306123,5
0.25,0.0,0.5714285714285714,2
0.25,0.0,0.6020408163265305,13
0.25,0.0,0.6326530612244898,4
0.25,0.0,0.6632653061224489,5
0.25,0.0,0.693877551020408,11
0.25,0.0,0.7244897959183674,9
0.25,0.0,0.7551020408163265,9
0.25,0.0,0.7857142857142856,2
0.25,0.0,0.8163265306122449,3
0.25,0.0,0.846938775510204,0
0.25,0.0,0.8775510204081631,0
0.25,0.0,0.9081632653061225,0
0.25,0.0,0.9387755102040816,0
0.25,0.0,0.9693877551020407,0
0.25,0.0,1.0,0
0.28125,0.0,-0.5,0
0.28125,0.0,-0.46938775510204084,0
0.28125,0.0,-0.4387755102040816,0
0.28125,0.0,-0.40816326530612246,0
0.28125,0.0,-0.37755102040816324,0
0.28125,0.0,-0.3469387755102041,0
0.28125,0.0,-0.3163265306122449,0
0.28125,0.0,-0.2857142857142857,0
0.28125,0.0,-0.25510204081632654,0
0.28125,0.0,-0.22448979591836737,0
0.28125,0.0,-0.19387755102040816,1
0.28125,0.0,-0.163265306122449,2
0.28125,0.0,-0.13265306122448983,9
0.28125,0.0,-0.10204081632653061,9
0.28125,0.0,-0.07142857142857145,5
0.28125,0.0,-0.040816326530612235,9
0.28125,0.0,-0.010204081632653073,6
0.28125,0.0,0.020408163265306145,6
0.28125,0.0,0.05102040816326525,2
0.28125,0.0,0.08163265306122447,2
0.28125,0.0,0.11224489795918369,7
0.28125,0.0,0.1428571428571428,5
0.28125,0.0,0.173469387755102,6
0.28125,0.0,0.20408163265306123,5
0.28125,0.0,0.23469387755102034,4
0.28125,0.0,0.26530612244897955,8
0.28125,0.0,0.29591836734693877,5
0.28125,0.0,0.326530612244898,10
0.28125,0.0,0.3571428571428571,10
0.28125,0.0,0.3877551020408163,10
0.28125,0.0,0.41836734693877553,3
0.28125,0.0,0.44897959183673464,5
0.28125,0.0,0.47959183673469385,5
0.28125,0.0,0.510204081632653,8
0.28125,0.0,0.5408163265306123,5
0.28125,0.0,0.5714285714285714,10
0.28125,0.0,0.6020408163265305,6
0.28125,0.0,0.6326530612244898,8
0.28125,0.0,0.6632653061224489,7
0.28125,0.0,0.693877551020408,9
0.28125,0.0,0.7244897959183674,8
0.28125,0.0,0.7551020408163265,2
0.28125,0.0,0.7857142857142856,2
0.28125,0.0,0.8163265306122449,0
0.28125,0.0,0.846938775510204,0
0.28125,0.0,0.8775510204081631,0
0.28125,0.0,0.9081632653061225,0
0.28125,0.0,0.9387755102040816,0
0.28125,0.0,0.9693877551020407,0
0.28125,0.0,1.0,0
0.3125,0.0,-0.5,0
0.3125,0.0,-0.46938775510204084,0
0.3125,0.0,-0.4387755102040816,0
0.3125,0.0,-0.40816326530612246,0
0.3125,0.0,-0.37755102040816324,0
0.3125,0.0,-0.3469387755102041,0
0.3125,0.0,-0.3163265306122449,0
0.3125,0.0,-0.2857142857142857,0
0.3125,0.0,-0.25510204081632654,0
0.3125,0.0,-0.22448979591836737,0
0.3125,0.0,-0.19387755102040816,1
0.3125,0.0,-0.163265306122449,4
0.3125,0.0,-0.13265306122448983,4
0.3125,0.0,-0.10204081632653061,11
0.3125,0.0,-0.07142857142857145,6
0.3125,0.0,-0.040816326530612235,7
0.3125,0.0,-0.010204081632653073,8
0.3125,0.0,0.020408163265306145,4
0.3125,0.0,0.05102040816326525,13
0.3125,0.0,0.08163265306122447,4
0.3125,0.0,0.11224489795918369,9
0.3125,0.0,0.1428571428571428,9
0.3125,0.0,0.173469387755102,7
0.3125,0.0,0.20408163265306123,5
0.3125,0.0,0.23469387755102034,7
0.3125,0.0,0.26530612244897955,5
0.3125,0.0,0.29591836734693877,16
0.3125,0.0,0.326530612244898,7
0.3125,0.0,0.3571428571428571,6
0.3125,0.0,0.3877551020408163,5
0.3125,0.0,0.41836734693877553,8
0.3125,0.0,0.44897959183673464,6
0.3125,0.0,0.47959183673469385,8
0.3125,0.0,0.510204081632653,10
0.3125,0.0,0.5408163265306123,2
0.3125,0.0,0.5714285714285714,2
0.3125,0.0,0.6020408163265305,6
0.3125,0.0,0.6326530612244898,5
0.3125,0.0,0.6632653061224489,9
